uid,nces_school_id,school_name,nces_district_id,district_name,date,school_year,year,time,day_of_week,city,state,school_type,enrollment,killed,injured,casualties,shooting_type,age_shooter1,gender_shooter1,race_ethnicity_shooter1,shooter_relationship1,shooter_deceased1,deceased_notes1,age_shooter2,gender_shooter2,race_ethnicity_shooter2,shooter_relationship2,shooter_deceased2,deceased_notes2,white,black,hispanic,asian,american_indian_alaska_native,hawaiian_native_pacific_islander,two_or_more,resource_officer,weapon,weapon_source,lat,long,staffing,low_grade,high_grade,lunch,county,state_fips,county_fips,ulocale
166,120039005495,Stellar Leadership Academy,1200390,Dade,9/9/2014,2014-2015,2014,,Tuesday,Miami,Florida,public,233,0,1,1,targeted,,,,,0,,,,,,,,0,204,29,0,0,0,0,0,,,25.84814,-80.243461,13,9,12,62,Miami-Dade County,12,12086,21
167,210299000628,Fern Creek High School,2102990,Jefferson County,9/30/2014,2014-2015,2014,1:00 PM,Tuesday,Louisville,Kentucky,public,1545,0,1,1,targeted,16,m,b,student,0,,,,,,,,716,577,136,73,1,1,41,1,handgun,,38.156605,-85.592357,82.9,9,12,930,Jefferson County,21,21111,11
168,370432000022,Albemarle High School,3704320,Stanly County Schools,9/30/2014,2014-2015,2014,7:40 AM,Tuesday,Albemarle,North Carolina,public,464,0,1,1,targeted,15,m,,student,0,,,,,,,,199,180,30,23,3,0,29,1,handgun,,35.371268,-80.193152,34.66,9,12,327,Stanly County,37,37167,32
169,530486003317,Marysville Pilchuck High School,5304860,Marysville School District,10/24/2014,2014-2015,2014,10:39 AM,Friday,Marysville,Washington,public,1253,4,1,5,targeted,15,m,n,student,1,suicide,,,,,,,736,25,250,46,77,1,118,1,.40-caliber Beretta Px4 Storm handgun,father,48.09582,-122.154021,55.3,9,12,532,Snohomish County,53,53061,22
170,A1301728,Hand in Hand Montessori,,,1/26/2015,2014-2015,2015,3:07 PM,Monday,Roseville,Minnesota,private,288,0,0,0,indiscriminate,48,m,,,1,suicide,,,,,,,178,5,3,12,0,0,0,0,,,45.004709,-93.177024,21.4,PK,8,,Ramsey County,27,27123,21
171,530585000869,North Thurston High School,5305850,North Thurston Public Schools,4/27/2015,2014-2015,2015,7:25 AM,Monday,Lacey,Washington,public,1477,0,0,0,indiscriminate,16,m,,student,0,,,,,,,,842,73,237,165,22,22,116,1,.357 Magnum,father,47.051956,-122.83241,70.4,9,12,546,Thurston County,53,53067,22
172,130438004230,W.S. Hornsby Elementary School,1304380,Richmond County,8/25/2015,2015-2016,2015,10:45 AM,Tuesday,Augusta,Georgia,public,742,0,1,1,accidental,,m,,student,0,,,,,,,,12,717,3,0,0,2,8,1,.380 semi-automatic handgun,grandmother's boyfriend,33.459564,-81.937992,,PK,5,,Richmond County,13,13245,12
173,463135000264,Harrisburg High School,4631350,Harrisburg School District 41-2,9/30/2015,2015-2016,2015,10:00 AM,Wednesday,Harrisburg,South Dakota,public,802,0,1,1,targeted,16,m,w,student,0,,,,,,,,738,12,17,9,10,0,16,0,handgun,,43.43212,-96.6998,64.2,9,12,117,Lincoln County,46,46083,41
174,482499010445,Karen Wagner High School,4824990,Judson ISD,10/15/2015,2015-2016,2015,9:15 AM,Thursday,San Antonio,Texas,public,2260,0,0,0,targeted,22,f,b,friend of student,0,,,,,,,,203,678,1299,38,5,3,34,1,,,29.45738,-98.3578,145.7,9,12,1620,Bexar County,48,48029,21
175,130138002640,Vereen School,1301380,Colquitt County,11/5/2015,2015-2016,2015,,Thursday,Moultrie,Georgia,public,40,0,0,0,targeted,,m,,student,0,,,,,,,,,,,,,,,1,semiautomatic pistol,department issued,31.175943,-83.804368,,,,,Colquitt County,13,13071,41
176,120027002425,Lecanto High School,1200270,Citrus,11/10/2015,2015-2016,2015,10:30 AM,Tuesday,Lecanto,Florida,public,1567,0,0,0,public suicide,15,m,,student,0,,,,,,,,1243,72,132,59,12,1,48,1,Walther P1 9mm semiautomatic handgun,,28.824494,-82.499153,84,9,12,839,Citrus County,12,12017,41
177,050729000443,Harmony Grove High School,0507290,Harmony Grove School District,1/13/2016,2015-2016,2016,3:00 PM,Wednesday,Camden,Arkansas,public,393,0,1,1,accidental,17,m,,student,0,,,,,,,,294,69,20,3,0,1,6,0,pistol,,33.6514,-92.7796,47.17,7,12,195,Ouachita County,05,05103,42
178,421899003851,Benjamin Franklin High School,4218990,Philadelphia City SD,1/29/2016,2015-2016,2016,12:00 PM,Friday,Philadelphia,Pennsylvania,public,612,0,0,0,targeted,16,m,,,0,,,,,,,,9,516,46,31,1,0,9,0,.45-caliber handgun,,39.96367,-75.162,44.42,9,12,612,Philadelphia County,42,42101,11
179,040345000284,Independence High School,0403450,Glendale Union High School District,2/12/2016,2015-2016,2016,7:53 AM,Friday,Glendale,Arizona,public,2114,1,0,1,targeted,15,f,,student,1,suicide,,,,,,,247,190,1535,42,29,3,68,0,9mm Beretta pistol,"classmate, who took from parents",33.53216,-112.221,89.6,9,12,1584,Maricopa County,04,04013,21
180,390461202443,Madison High School,3904612,Madison Local,2/29/2016,2015-2016,2016,11:15 AM,Monday,Middletown,Ohio,public,1543,0,4,4,indiscriminate,14,m,w,student,0,,,,,,,,1495,9,13,2,0,3,21,1,Sig Sauer P238,family home,39.53385,-84.4433,33.5,9,12,248,Butler County,39,39017,41
181,010039000141,Huffman High School,0100390,Birmingham City,3/15/2016,2015-2016,2016,2:30 PM,Tuesday,Birmingham,Alabama,public,1433,0,1,1,targeted,19,m,b,brother of student,0,,,,,,,,13,1341,63,2,6,0,8,1,,,33.61291,-86.682,66,9,12,775,Jefferson County,01,01073,12
182,480795000124,Alpine High School,4807950,Alpine ISD,9/8/2016,2016-2017,2016,9:00 AM,Thursday,Alpine,Texas,public,292,0,1,1,targeted,14,f,,student,1,suicide,,,,,,,97,2,190,1,0,1,1,0,9-mm. semi-automatic handgun,,30.371983,-103.665798,31.32,9,12,111,Brewster County,48,48043,33
183,450087000092,Townville Elementary School,4500870,Anderson 04,9/28/2016,2016-2017,2016,1:45 PM,Wednesday,Townville,South Carolina,public,295,1,2,3,indiscriminate,14,m,w,former student,0,,,,,,,,265,13,3,2,0,1,11,0,.40 caliber pistol,father,34.56311,-82.903471,19,PK,6,186,Anderson County,45,45007,42
184,010237000964,CF Vigor High School,0102370,Mobile County,10/11/2016,2016-2017,2016,3:45 PM,Tuesday,Prichard,Alabama,public,710,0,1,1,targeted,16,m,b,,0,,,,,,,,13,693,2,0,1,0,1,1,,,30.743233,-88.080692,41,9,12,511,Mobile County,01,01097,21
185,390438000672,Linden-McKinley STEM Academy,3904380,Columbus City School District,10/13/2016,2016-2017,2016,2:40 PM,Thursday,Columbus,Ohio,public,719,0,2,2,targeted,,m,,,0,,,,,,,,56,582,35,2,1,0,43,1,,,40.00952,-82.974011,50,7,12,619,Franklin County,39,39049,11
186,063441011252,June Jordan High School for Equity,0634410,San Francisco Unified,10/18/2016,2016-2017,2016,3:20 PM,Tuesday,San Francisco,California,public,258,0,4,4,targeted,,m,,,0,,,,,,,,8,48,157,28,1,5,11,0,pistols,,37.719558,-122.425241,23.72,9,12,198,San Francisco County,06,06075,11
187,490014200328,Union Middle School,4900142,Canyons District,10/25/2016,2016-2017,2016,3:00 PM,Tuesday,Sandy,Utah,public,907,0,1,1,targeted,14,m,,student,0,,,,,,,,592,15,226,16,5,21,32,1,,mother,40.60715,-111.873061,,6,8,389,Salt Lake County,49,49035,21
188,260426004113,Bay City Western High School,2604260,Bay City School District,11/11/2016,2016-2017,2016,12:30 PM,Friday,Auburn,Michigan,public,1256,0,1,1,accidental,50,m,w,resource officer,0,,,,,,,,1176,6,36,10,4,0,24,1,.380-caliber Sig Sauer pistol,legally purchased by shooter,43.60478,-84.0783,57.55,9,12,292,Bay County,26,26017,23
189,490021000750,Mueller Park Jr. High,4900210,Davis District,12/1/2016,2016-2017,2016,8:13 AM,Thursday,Bountiful,Utah,public,813,0,0,0,indiscriminate,15,m,w,student,0,,,,,,,,661,14,78,17,2,19,22,1,12-gauge shotgun,parent,40.872489,-111.861172,,7,9,145,Davis County,49,49011,21
190,390462102472,West Liberty-Salem Middle/High School,3904621,West Liberty-Salem Local,1/20/2017,2016-2017,2017,7:36 AM,Friday,West Liberty,Ohio,public,622,0,2,2,indiscriminate,17,m,w,student,0,,,,,,,,590,1,3,3,1,1,23,0,Mossberg Model 500 12 gauge shotgun,gift from grandparents,40.21594,-83.756761,38.4,6,12,0,Champaign County,39,39021,42
191,220054000423,Scotlandville Magnet High School,2200540,East Baton Rouge Parish,2/6/2017,2016-2017,2017,12:00 PM,Monday,Baton Rouge,Louisiana,public,1388,0,0,0,targeted,14,m,,student,0,,,,,,,,10,1370,4,0,0,0,4,1,handgun,,30.53365,-91.177851,,8,12,770,East Baton Rouge Parish,22,22033,12
238,010243001035,Robert E. Lee High School,0102430,Montgomery County,3/16/2017,2016-2017,2017,3:00 PM,Thursday,Montgomery,Alabama,public,1514,0,1,1,targeted,16,m,m,student,,,,,,,,,132,1253,90,20,2,0,17,0,.40-caliber handgun,,32.378702,-86.271649,82.5,9,12,941,Montgomery County,01,01101,12
192,063417005375,North Park Elementary School,0634170,San Bernardino City Unified,4/10/2017,2016-2017,2017,10:30 AM,Monday,San Bernardino,California,public,531,2,1,3,targeted,53,m,b,husband of teacher,1,suicide,,,,,,,61,60,360,9,3,0,38,0,Smith & Wesson .357 Magnum revolver,,34.179206,-117.301804,19,KG,6,407,San Bernardino County,06,06071,12
193,220033000252,Moss Bluff Elementary School,2200330,Calcasieu Parish,5/15/2017,2016-2017,2017,7:50 AM,Monday,Lake Charles,Louisiana,public,963,0,1,1,accidental,7,m,w,student,0,,,,,,,,754,118,36,14,2,0,39,0,.380 caliber semi-automatic handgun,"father's gun, kept by 17 year old who shared room with shooter",30.29966,-93.2032,69.56,PK,5,439,Calcasieu Parish,22,22019,41
194,010171002162,Greensboro High School,0101710,Hale County,5/24/2017,2016-2017,2017,11:30 AM,Wednesday,Greensboro,Alabama,public,464,0,0,0,targeted,,m,,student,0,,,,,,,,3,457,1,0,0,0,3,0,.22 caliber revolver,,32.70713,-87.589,26.5,9,12,373,Hale County,01,01065,42
195,170993001166,Warren Elementary School,1709930,City of Chicago SD 299,6/16/2017,2016-2017,2017,1:51 PM,Friday,Chicago,Illinois,public,280,0,2,2,targeted,,m,b,,0,,,,,,,,0,275,4,0,0,0,1,1,,,41.726922,-87.575184,14.1,PK,8,263,Cook County,17,17031,11
196,390438004430,Columbus Scioto 6-12,3904380,Columbus City School District,9/8/2017,2017-2018,2017,8:33 AM,Friday,Columbus,Ohio,public,127,0,0,0,indiscriminate,18,m,b,,0,,,,,,,,46,71,4,0,0,0,6,0,.38-caliber handgun,,39.90163,-82.9958,34,6,12,127,Franklin County,39,39049,11
197,530297000485,Freeman High School,5302970,Freeman School District,9/13/2017,2017-2018,2017,10:00 AM,Wednesday,Rockford,Washington,public,330,1,3,4,indiscriminate,15,m,w,student,0,,,,,,,,282,7,23,5,4,0,9,1,"AR-15, pistol",father,47.519667,-117.19638,16.61,9,12,69,Spokane County,53,53063,42
198,172505002734,Mattoon High School,1725050,Mattoon CUSD 2,9/20/2017,2017-2018,2017,11:30 AM,Wednesday,Mattoon,Illinois,public,1047,0,1,1,targeted,14,m,w,student,0,,,,,,,,931,36,40,9,1,1,29,1,.40-caliber Ruger semiautomatic pistol,stepfather,39.474405,-88.386955,58.05,9,12,518,Coles County,17,17029,32
199,262115008414,Pattengill Academy,2621150,Lansing Public School District,11/3/2017,2017-2018,2017,4:30 PM,Friday,Lansing,Michigan,public,506,0,1,1,accidental,21,m,b,,0,,,,,,,,135,180,125,11,4,0,51,0,handgun,puchased legally by shooter from Dicker & Deal,42.73889,-84.5243,27.84,4,6,393,Ingham County,26,26065,12
200,130228000967,Benjamin Banneker High School,1302280,Fulton County,11/9/2017,2017-2018,2017,3:25 PM,Thursday,College Park,Georgia,public,1547,0,2,2,accidental,,,,,0,,,,,,,,6,1478,49,2,1,0,11,1,small-caliber handgun,,33.59297,-84.5176,106.9,9,12,1544,Fulton County,13,13121,21
201,060978004178,Rancho Tehama Elementary School,0609780,Corning Union Elementary,11/14/2017,2017-2018,2017,7:50 AM,Tuesday,Corning,California,public,101,0,2,2,targeted and indiscriminate,44,m,w,had beef with family of student at school,1,suicide,,,,,,,44,2,49,3,2,0,1,0,handmade AR-15-type rifle,contructed from parts legally purchased by shooter,40.015716,-122.398455,5.1,KG,5,84,Tehama County,06,06103,43
202,350015000135,Aztec High School,3500150,Aztec Municipal Schools,12/7/2017,2017-2018,2017,8:04 AM,Thursday,Aztec,New Mexico,public,905,2,0,2,indiscriminate,21,m,w,former student,1,suicide,,,,,,,495,7,225,2,170,2,4,0,9mm Glock,legally purchased by shooter,36.820644,-107.990379,52.5,9,12,432,San Juan County,35,35045,31
203,370192000956,High Point Central High School,3701920,Guilford County Schools,12/11/2017,2017-2018,2017,2:08 PM,Monday,High Point,North Carolina,public,1442,0,0,0,targeted,15,m,b,,0,,,,,,,,437,589,216,147,6,0,47,1,handgun,,35.95795,-80.0231,94.67,9,12,904,Guilford County,37,37081,12
205,220018802340,The NET Charter High School,2200188,Rsd-educators For Quality Alternatives,1/22/2018,2017-2018,2018,1:30 PM,Monday,New Orleans,Louisiana,public,172,0,0,0,targeted,,,,,0,,,,,,,,5,151,16,0,0,0,0,0,,,29.93996,-90.079691,19.94,9,12,,Orleans Parish,22,22071,11
204,482445002740,Italy High School,4824450,Italy ISD,1/22/2018,2017-2018,2018,7:53 AM,Monday,Italy,Texas,public,288,0,1,1,targeted,16,m,w,student,0,,,,,,,,141,43,94,0,0,0,10,0,semi-automatic .380 caliber handgun,,32.181129,-96.878968,29.21,6,12,173,Ellis County,48,48139,42
206,210381000976,Marshall County High School,2103810,Marshall County,1/23/2018,2017-2018,2018,7:57 AM,Tuesday,Benton,Kentucky,public,1384,2,14,16,indiscriminate,15,m,w,student,0,,,,,,,,1353,1,14,2,3,0,11,1,handgun,stepfather's bedroom,36.912835,-88.332917,73.1,9,12,584,Marshall County,21,21157,42
207,010237000942,Murphy High School,0102370,Mobile County,1/25/2018,2017-2018,2018,11:20 AM,Thursday,Mobile,Alabama,public,2100,0,0,0,targeted,16,m,b,student,0,,,,,,,,402,1565,62,42,3,2,24,1,revolver,stolen,30.6828,-88.0867,120,9,12,905,Mobile County,01,01097,12
208,062271012483,Salvador B. Castro Middle School,0622710,Los Angeles Unified,2/1/2018,2017-2018,2018,9:00 AM,Thursday,Los Angeles,California,public,345,0,5,5,accidental,12,f,,student,0,,,,,,,,2,8,311,21,0,0,3,0,semi-automatic handgun,,34.06169,-118.265,15.83,6,8,309,Los Angeles County,06,06037,11
209,120018002721,Marjory Stoneman Douglas High School,1200180,Broward,2/14/2018,2017-2018,2018,2:21 PM,Wednesday,Parkland,Florida,public,3158,17,17,34,indiscriminate,19,m,w,former student (expelled),0,,,,,,,,1871,364,623,210,17,2,71,1,Smith & Wesson M&P15,legally purchased by shooter,26.304483,-80.269365,129,9,12,710,Broward County,12,12011,21
210,130162000786,Dalton High School,1301620,Dalton City,2/28/2018,2017-2018,2018,11:30 AM,Wednesday,Dalton,Georgia,public,1829,0,0,0,indiscriminate,53,m,w,teacher,0,,,,,,,,458,103,1192,36,2,0,38,1,.38-caliber snub-nosed revolver,,34.77972,-84.99053,101.7,9,12,1152,Whitfield County,13,13313,13
211,010039000141,Huffman High School,0100390,Birmingham City,3/7/2018,2017-2018,2018,3:45 PM,Wednesday,Birmingham,Alabama,public,1433,1,0,1,accidental,17,m,b,student,0,,,,,,,,13,1341,63,2,6,0,8,1,pistol,,33.61291,-86.682,66,9,12,775,Jefferson County,01,01073,12
212,062553003843,Seaside High School,0625530,Monterey Peninsula Unified,3/13/2018,2017-2018,2018,1:20 PM,Tuesday,Seaside,California,public,1059,0,3,3,accidental,,m,w,teacher,0,,,,,,,,113,79,680,107,1,35,44,0,Glock 21 .45-caliber handgun,department issued,36.62444,-121.838,52.75,9,12,736,Monterey County,06,06053,22
213,301854000824,Big Sky High School,3018540,Missoula H S,3/16/2018,2017-2018,2018,12:45 PM,Friday,Missoula,Montana,public,1075,0,0,0,targeted,,m,,resource officer,0,,,,,,,,903,17,58,21,70,6,0,1,pistol,department issued,46.850867,-114.057737,68.29,9,12,405,Missoula County,30,30063,13
214,510300001245,Douglass Park Elementary School,5103000,Portsmouth City Pblc Schs,3/19/2018,2017-2018,2018,4:23 PM,Monday,Portsmouth,Virginia,public,761,0,1,1,unclear,,,,,0,,,,,,,,5,738,8,2,1,0,7,0,,,36.81828,-76.3393,44,KG,6,758,Portsmouth City,51,51740,13
215,240060001224,Great Mills High School,2400600,St. Mary's County Public Schools,3/20/2018,2017-2018,2018,7:55 AM,Tuesday,Great Mills,Maryland,public,1535,1,1,2,targeted,17,m,w,student,1,suicide,,,,,,,657,577,121,76,4,1,99,1,Glock semi-automatic handgun,father,38.24743,-76.4875,86.3,9,12,554,St. Mary's County,24,24037,23
277,280456001097,Eupora High School,2804560,Webster Co School Dist,3/28/2018,2017-2018,2018,2:40 PM,Wednesday,Europa,Mississippi,public,472,0,0,0,indiscriminate,20,m,w,,,,,,,,,,310,142,4,0,0,0,16,0,9mm handgun,,33.543141,-89.274143,26.59,6,12,313,Webster County,28,28155,43
278,261962005629,Jackson High School,2619620,Jackson Public Schools,4/19/2018,2017-2018,2018,1:44 PM,Thursday,Jackson,Michigan,public,1139,0,0,0,unclear,,,,,,,,,,,,,577,342,75,33,3,2,107,0,handgun,,42.2499,-84.4185,56.04,9,12,693,Jackson County,26,26075,13
216,120126001271,Forest High School,1201260,Marion,4/20/2018,2017-2018,2018,8:39 AM,Friday,Ocala,Florida,public,2181,0,1,1,indiscriminate,19,m,,former student,0,,,,,,,,1396,336,298,24,16,2,109,1,shotgun,,29.14362,-82.066682,101,9,12,1048,Marion County,12,12083,22
279,130012001865,Benjamin Elijah Mays High School,1300120,Atlanta Public Schools,4/23/2018,2017-2018,2018,1:00 PM,Monday,Atlanta,Georgia,public,1256,0,0,0,targeted,19,m,b,,,,,,,,,,2,1166,80,0,2,0,6,0,,,33.7339,-84.5038,85.7,9,12,987,Fulton County,13,13121,11
305,350006000063,Highland High School,3500060,Albuquerque Public Schools,4/25/2018,2017-2018,2018,2:30 PM,Wednesday,Albuquerque,New Mexico,public,1163,0,1,1,targeted,,m,h,father of student,0,,,,,,,,98,100,818,21,86,2,38,0,handgun,owner's gun,35.074841,-106.592413,80.19,9,12,1161,Bernalillo County,35,35001,11
218,060282009515,Highland High School,0602820,Antelope Valley Union High,5/11/2018,2017-2018,2018,7:05 AM,Friday,Palmdale,California,public,2931,0,1,1,targeted,14,m,,student,0,,,,,,,,462,453,1742,159,19,5,91,0,rifle,,34.591755,-118.175561,126.42,9,12,1717,Los Angeles County,06,06037,21
219,171233001481,Dixon High School,1712330,Dixon USD 170,5/16/2018,2017-2018,2018,8:00 AM,Wednesday,Dixon,Illinois,public,803,0,0,0,targeted,19,m,w,student,0,,,,,,,,650,24,51,17,1,0,60,1,rifle,mother,41.847128,-89.488508,40.6,9,12,347,Lee County,17,17103,32
220,483927004473,Santa Fe High School,4839270,Santa Fe ISD,5/18/2018,2017-2018,2018,7:30 AM,Friday,Santa Fe,Texas,public,1462,10,13,23,indiscriminate,17,m,w,student,0,,,,,,,,1136,10,278,8,9,1,20,1,Remington 870 shotgun and a .38-caliber revolver,,29.393257,-95.143149,83.38,9,12,287,Galveston County,48,48167,22
221,180765000639,Noblesville West Middle School,1807650,Noblesville Schools,5/25/2018,2017-2018,2018,9:06 AM,Friday,Noblesville,Indiana,public,1354,0,2,2,targeted,13,m,,student,0,,,,,,,,1179,28,82,22,0,1,42,1,".22 caliber gun, .45 caliber gun",,40.07825,-86.029001,64,6,8,268,Hamilton County,18,18057,21
222,370297003466,Villa Heights Elementary School,3702970,Charlotte-Mecklenburg Schools,8/30/2018,2018-2019,2018,7:30 AM,Thursday,Charlotte,North Carolina,public,100,0,0,0,targeted,34,m,b,former boyfriend of student's mother,0,,,,,,,,24,73,15,6,0,0,4,0,.45 caliber pistol,stolen,35.236843,-80.812768,9.63,KG,5,119,Mecklenburg County,37,37119,11
223,320006000567,Canyon Springs High School,3200060,Clark County School District,9/11/2018,2018-2019,2018,2:35 PM,Tuesday,North Las Vegas,Nevada,public,2887,1,0,1,targeted,16,m,b,student,0,,,,,,,,154,793,1757,56,4,18,105,1,,,36.233566,-115.135695,115,9,12,2321,Clark County,32,32003,21
280,370297003363,Lawrence Orr Elementary School,3702970,Charlotte-Mecklenburg Schools,9/24/2018,2018-2019,2018,9:00 AM,Monday,Charlotte,North Carolina,public,860,0,0,0,targeted,24,m,b,,,,,,,,,,27,292,423,92,0,1,25,0,,,35.225991,-80.743914,45.27,PK,5,857,Mecklenburg County,37,37119,11
224,020018000072,Denali Montessori Elementary School,0200180,Anchorage School District,10/3/2018,2018-2019,2018,10:00 AM,Wednesday,Anchorage,Alaska,public,429,0,1,1,targeted,26,m,b,boyfriend of parent,0,,,,,,,,192,22,50,31,44,27,63,0,Sig Sauer .40 caliber handgun,,61.213281,-149.881113,26.7,PK,6,178,Anchorage Municipality,02,02020,11
225,645876,Battle Creek Academy,,,10/12/2018,2018-2019,2018,1:00 PM,Friday,Battle Creek,Michigan,private,111,0,0,0,unclear,,,,,,,,,,,,,53,17,9,26,0,0,6,0,,,42.33419,-85.207497,9.9,KG,12,,Calhoun County,26,26025,13
226,090045001161,Paul Laurence Dunbar School,0900450,Bridgeport School District,10/22/2018,2018-2019,2018,8:15 AM,Monday,Bridgeport,Connecticut,public,416,0,0,0,targeted,18,m,,,,,,,,,,,15,139,186,2,2,0,14,0,handgun,,41.177547,-73.164585,24,PK,8,377,Fairfield County,09,09001,12
227,370297002324,Butler High School,3702970,Charlotte-Mecklenburg Schools,10/29/2018,2018-2019,2018,7:00 AM,Monday,Matthews,North Carolina,public,2133,1,0,1,targeted,16,m,b,student,0,,,,,,,,860,681,410,86,9,1,86,1,.380 pistol,stolen,35.1203,-80.6916,114.21,9,12,876,Mecklenburg County,37,37119,21
228,510300001257,Simonsdale Elementary School,5103000,Portsmouth City Pblc Schs,11/20/2018,2018-2019,2018,3:45 PM,Tuesday,Portsmouth,Virginia,public,702,0,1,1,accidental,29,m,b,parent of student,0,,,,,,,,432,217,24,6,0,1,22,0,handgun,,36.82682,-76.36628,41,KG,5,351,Portsmouth City,51,51740,13
229,180951001555,Dennis Intermediate School,1809510,Richmond Community Schools,12/13/2018,2018-2019,2018,8:00 AM,Thursday,Richmond,Indiana,public,647,0,0,0,indiscriminate,14,m,,student,1,suicide,,,,,,,454,48,64,2,0,0,79,1,handgun and a rifle,,39.832,-84.9114,59.5,5,8,527,Wayne County,18,18177,32
230,410204000621,Cascade Middle School,4102040,Bethel Sd 52,1/11/2019,2018-2019,2019,10:30 AM,Friday,Eugene,Oregon,public,336,0,0,0,targeted,30,m,,father of student,1,police shooting,,,,,,,224,1,79,6,7,3,16,1,handgun,,44.0788,-123.1667,16.6,6,8,248,Lane County,41,41039,12
281,272124004557,North High School,2721240,Minneapolis Public School District,1/16/2019,2018-2019,2019,12:30 PM,Wednesday,Minneapolis,Minnesota,public,382,0,0,0,unclear,,,,,,,,,,,,,6,339,15,6,7,1,8,0,,,44.994017,-93.300234,49.28,9,12,276,Hennepin County,27,27053,11
231,240009000209,Frederick Douglass High School,2400090,Baltimore City Public Schools,2/8/2019,2018-2019,2019,12:00 PM,Friday,Baltimore,Maryland,public,877,0,1,1,targeted,25,m,,brother of student,0,,,,,,,,8,864,2,0,3,0,0,0,Smith and Wesson .40 caliber gun,,39.3148,-76.6549,62,9,12,,Baltimore City,24,24510,11
232,350001001024,V. Sue Cleveland High School,3500010,Rio Rancho Public Schools,2/14/2019,2018-2019,2019,7:15 AM,Thursday,Rio Rancho,New Mexico,public,2404,0,0,0,targeted and indiscriminate,16,m,,student,0,,,,,,,,795,63,1284,35,97,2,128,0,.45 caliber handgun,,35.312773,-106.641929,123.06,9,12,750,Sandoval County,35,35043,41
234,010243001035,Robert E. Lee High School,0102430,Montgomery County,2/26/2019,2018-2019,2019,11:00 AM,Tuesday,Montgomery,Alabama,public,1514,0,1,1,targeted,16,m,b,student,0,,,,,,,,132,1253,90,20,2,0,17,0,.40-caliber handgun,stolen from neighbor,32.378702,-86.271649,82.5,9,12,941,Montgomery County,01,01101,12
233,201164001534,Highlands Elementary School,2011640,Shawnee Mission Pub Sch,3/1/2019,2018-2019,2019,1:30 PM,Friday,Mission,Kansas,public,321,0,0,0,indiscriminate,26,m,w,neighbor of school,0,,,,,,,,270,5,20,2,0,0,24,0,handgun,,39.0168,-94.6409,27.2,PK,6,48,Johnson County,20,20091,21
235,010042000205,Blountsville Elementary School,0100420,Blount County,3/22/2019,2018-2019,2019,12:30 PM,Friday,Blountsville,Alabama,public,632,0,1,1,accidental,72,m,w,substitute teacher,0,,,,,,,,516,4,110,0,2,0,0,0,Taurus .380 pistol,legally purchased by shooter,34.0847,-86.586,37.39,KG,6,425,Blount County,01,01009,42
236,051182000899,Prescott High School,0511820,Prescott School District,4/1/2019,2018-2019,2019,9:14 AM,Monday,Prescott,Arkansas,public,457,0,1,1,targeted,14,,,student,0,,,,,,,,246,182,21,4,4,0,0,0,handgun,,33.791237,-93.377376,42.07,7,12,310,Nevada County,05,05099,41
282,063384005261,New Joseph Bonnheim Community Charter School,0633840,Sacramento City Unified,4/3/2019,2018-2019,2019,1:45 PM,Wednesday,Sacramento,California,public,370,0,0,0,unclear,,,,,,,,,,,,,38,38,194,17,2,1,17,0,,,38.5333,-121.4182,12.5,KG,6,253,Sacramento County,06,06067,11
237,120048000698,Saint Clair Evans Academy,1200480,Duval,4/3/2019,2018-2019,2019,11:00 AM,Wednesday,Jacksonville,Florida,public,380,0,0,0,unclear,,,,,,,,,,,,,5,367,3,0,0,0,5,0,,,30.371086,-81.695138,29,PK,5,336,Duval County,12,12031,11
283,260111708862,Flex High School,2601117,Flex High School Of Michigan,4/17/2019,2018-2019,2019,10:00 AM,Wednesday,Flint,Michigan,public,120,0,0,0,targeted,16,,,student,0,,,,,,,,9,106,2,0,0,0,3,0,,,43.059497,-83.73516,3,9,12,117,Genesee County,26,26049,13
239,080345006493,STEM School Highlands Ranch,0803450,Douglas County School District NO. Re 1,5/7/2019,2018-2019,2019,1:52 PM,Tuesday,Highlands Ranch,Colorado,public,1850,1,8,9,indiscriminate,16,m,w,student,0,,18,m,w,student,0,,1074,5,184,242,5,1,87,1,"Glock 21 .45-caliber semi-automatic pistol, Beretta M9 9mm semi-automatic pistol, Taurus Revolver and a Ruger 10/22 .22-caliber semi-automatic rifle",parent,39.5559,-104.9979,82.62,KG,12,89,Douglas County,08,08035,21
243,,Menta Academy North,,,6/10/2019,2018-2019,2019,1:45 PM,Monday,Waukegan,Illinois,private,100,0,0,0,targeted,27,m,h,,0,,15,m,,,0,,,,,,,,,1,2 handguns,,42.35333175,-87.83950925,,PK,12,,,17,17097,
245,110003000182,Hendley Elementary School,1100030,District Of Columbia Public Schools,6/12/2019,2018-2019,2019,4:20 PM,Wednesday,Washington,District of Columbia,public,379,0,0,0,unclear,,,,,,,,,,,,,0,378,0,1,0,0,0,0,,,38.828872,-76.999555,29.5,PK,5,,District of Columbia,11,11001,11
244,010243002084,Blount Elementary School,0102430,Montgomery County,8/8/2019,2019-2020,2019,7:26 AM,Thursday,Montgomery,Alabama,public,150,0,0,0,targeted,38,m,b,father of student,0,,,,,,,,150,116,25,121,1,0,12,0,pistol,,32.3106,-86.1324,25,KG,5,65,Montgomery County,01,01101,41
